compressive_strength,cement,blast_furnace_slag,water,super_plasticisers,coarse_aggregate,fine_aggregate,age
28.99,155.0,184.0,194.0,9.0,880.0,699.0,28
46.24,289.0,134.0,195.0,6.0,924.0,760.0,28
26.92,148.0,175.0,171.0,2.0,1000.0,828.0,28
10.54,145.0,0.0,202.0,8.0,824.0,869.0,28
25.1,313.0,0.0,178.0,8.0,1000.0,822.0,28
29.07,136.0,162.0,172.0,10.0,923.0,764.0,28
9.74,155.0,0.0,193.0,9.0,877.0,868.0,28
33.8,255.0,99.0,189.0,6.0,919.0,749.0,28
39.84,162.0,207.0,216.0,10.0,822.0,638.0,28
26.97,136.0,196.0,199.0,6.0,847.0,783.0,28
27.23,164.0,163.0,197.0,8.0,961.0,641.0,28
30.65,162.0,214.0,202.0,10.0,820.0,680.0,28
33.05,157.0,214.0,200.0,9.0,819.0,704.0,28
24.58,149.0,153.0,192.0,8.0,935.0,623.0,28
21.91,135.0,105.0,196.0,6.0,965.0,643.0,28
30.88,159.0,209.0,201.0,7.0,848.0,669.0,28
15.34,144.0,15.0,176.0,6.0,1021.0,709.0,28
24.34,154.0,174.0,228.0,7.0,845.0,612.0,28
23.89,167.0,187.0,185.0,7.0,898.0,636.0,28
22.93,184.0,86.0,213.0,6.0,923.0,623.0,28
29.41,156.0,178.0,221.0,7.0,854.0,614.0,28
28.63,236.9,91.7,246.9,6.0,852.9,695.4,28
36.8,313.3,0.0,178.5,8.0,1001.9,688.7,28
18.29,154.8,183.4,193.3,9.1,1047.4,696.7,28
32.72,145.9,230.5,202.5,3.4,827.0,871.8,28
31.42,296.0,0.0,221.4,10.5,819.2,778.4,28
28.94,133.1,210.2,195.7,3.1,949.4,795.3,28
40.93,313.3,145.0,178.5,8.0,867.2,824.0,28
12.18,151.6,0.0,184.4,7.9,992.0,815.9,28
25.56,153.1,145.0,178.5,8.0,1001.9,688.7,28
36.44,139.9,132.6,200.3,7.4,916.0,753.4,28
32.96,149.5,236.0,175.8,12.6,846.8,892.7,28
23.84,299.8,0.0,211.5,9.9,878.2,727.6,28
26.23,153.1,145.0,178.5,8.0,867.2,824.0,28
17.96,148.1,0.0,158.1,16.1,1001.8,830.1,28
38.63,326.5,0.0,199.0,10.8,801.1,792.5,28
19.01,152.7,144.7,178.1,8.0,999.7,822.2,28
33.72,261.9,110.5,195.4,5.0,895.2,732.6,28
8.54,158.4,0.0,219.7,11.0,897.7,712.9,28
13.46,150.7,0.0,166.7,15.6,1074.5,678.0,28
32.25,272.6,0.0,198.7,10.6,931.3,762.2,28
23.52,149.0,117.6,182.9,7.1,953.4,780.3,28
29.73,143.0,169.4,190.7,8.4,967.4,643.5,28
49.77,259.9,100.6,170.6,10.4,935.7,762.9,28
52.45,312.9,160.5,177.6,9.6,916.6,759.5,28
40.93,284.0,119.7,168.3,7.2,970.4,794.2,28
44.87,336.5,0.0,181.9,3.4,985.8,816.8,28
13.2,144.8,0.0,180.8,11.1,979.5,811.5,28
37.43,150.0,236.8,173.8,11.9,1069.3,674.8,28
29.87,143.7,170.2,191.6,8.5,814.1,805.3,28
56.62,330.5,169.6,194.9,8.1,811.0,802.3,28
12.46,154.8,0.0,193.3,9.1,1047.4,696.7,28
23.79,154.8,183.4,193.3,9.1,877.2,867.7,28
13.29,134.7,0.0,180.2,10.0,961.0,804.9,28
39.42,266.2,112.3,177.9,10.4,909.7,744.5,28
46.23,314.0,145.3,178.9,8.0,869.1,690.2,28
44.52,312.7,144.7,127.3,8.0,999.7,822.2,28
23.74,145.7,172.6,181.9,3.4,985.8,816.8,28
26.15,143.8,136.3,178.1,7.5,941.5,774.3,28
15.53,148.1,0.0,181.4,15.0,838.9,884.3,28
43.58,277.0,116.8,190.6,7.0,946.5,665.6,28
35.87,298.1,0.0,163.6,12.8,953.2,784.0,28
41.05,313.3,145.0,178.5,8.0,1001.9,688.7,28
28.99,155.2,183.9,193.8,9.2,879.6,698.5,28
46.25,289.0,133.7,194.9,5.5,924.1,760.1,28
26.92,147.8,175.1,171.2,2.2,1000.0,828.5,28
10.54,145.4,0.0,201.7,7.8,824.0,868.7,28
25.1,312.7,0.0,178.1,8.0,999.7,822.2,28
29.07,136.4,161.6,171.6,10.4,922.6,764.4,28
9.74,154.8,0.0,193.3,9.1,877.2,867.7,28
33.8,255.3,98.8,188.6,6.5,919.0,749.3,28
37.17,272.8,105.1,209.7,9.0,904.0,679.7,28
33.76,162.0,190.1,178.8,18.8,838.1,741.4,28
16.5,153.6,144.2,220.1,10.1,923.2,657.9,28
19.99,146.5,114.6,201.9,8.8,860.0,829.5,28
36.35,151.8,178.1,167.5,18.3,944.0,694.6,28
38.22,309.9,142.8,167.8,22.1,913.9,651.2,28
15.42,143.6,0.0,158.4,17.9,942.7,844.5,28
33.42,303.6,139.9,213.5,6.2,895.5,722.5,28
39.06,374.3,0.0,190.2,6.7,1013.2,730.4,28
27.68,158.6,148.9,175.1,15.0,953.3,719.7,28
26.86,152.6,238.7,200.0,6.3,1001.8,683.9,28
45.3,310.0,142.8,167.9,10.0,914.3,804.0,28
30.12,304.8,0.0,196.0,9.8,959.4,705.2,28
15.57,150.9,0.0,166.6,11.6,991.2,772.2,28
44.61,141.9,166.6,173.5,10.9,882.6,785.3,28
53.52,297.8,137.2,201.3,6.0,878.4,655.3,28
57.22,321.3,164.2,190.5,4.6,870.0,774.0,28
65.91,366.0,187.0,191.3,6.6,824.3,756.9,28
52.83,279.8,128.9,172.4,9.5,825.1,804.9,28
33.4,252.1,97.1,193.8,8.3,835.5,821.4,28
18.03,164.6,0.0,181.6,11.7,1023.3,728.9,28
37.36,155.6,243.5,180.3,10.7,1022.0,697.7,28
35.31,160.2,188.0,203.2,11.3,828.7,709.7,28
42.64,298.1,0.0,186.4,6.1,879.0,815.2,28
40.06,317.9,0.0,209.7,5.7,860.5,736.6,28
43.8,287.3,120.5,187.6,9.2,904.4,695.9,28
61.24,325.6,166.4,174.0,8.9,881.6,790.0,28
40.87,355.9,0.0,193.3,11.0,801.4,778.4,28
33.31,132.0,206.5,178.9,5.5,866.9,735.6,28
52.43,322.5,148.6,185.8,8.5,951.0,709.5,28
15.09,164.2,0.0,181.2,12.6,849.3,846.0,28
38.46,313.8,0.0,169.9,10.1,925.3,782.9,28
37.27,321.4,0.0,182.5,11.5,870.1,779.7,28
35.23,139.7,163.9,236.7,5.8,868.6,655.6,28
42.14,288.4,121.0,177.4,7.0,907.9,829.5,28
31.88,298.2,0.0,209.7,11.1,879.6,744.2,28
41.54,264.5,111.0,195.5,5.9,832.6,790.4,28
39.46,159.8,250.0,168.4,12.2,1049.3,688.2,28
37.92,166.0,259.7,183.2,12.7,858.8,826.8,28
44.28,276.4,116.0,179.6,8.9,870.1,768.3,28
31.18,322.2,0.0,196.0,10.4,817.9,813.4,28
23.7,148.5,139.4,192.7,6.1,892.4,780.0,28
32.77,159.1,186.7,175.6,11.3,989.6,788.9,28
32.4,260.9,100.5,200.6,8.6,864.5,761.5,28
